DateTime,Open,High,Low,Close,Volume
2022-02-28 18:20:00,134.3140,134.3140,134.3140,134.3140,3000
2022-02-28 17:25:00,134.8107,134.8107,134.8107,134.8107,2000
2022-02-28 17:10:00,134.0176,134.0176,134.0176,134.0176,10000
2022-02-28 16:55:00,134.4152,134.4152,134.4152,134.4152,2000
2022-02-28 16:45:00,134.4152,134.4152,134.4152,134.4152,6000
2022-02-28 16:25:00,134.4067,134.4067,134.4067,134.4067,45560
2022-02-28 16:15:00,134.2662,134.2662,134.2662,134.2662,2000
2022-02-28 16:10:00,134.4655,134.4655,134.4655,134.4655,3060
2022-02-28 16:05:00,134.4067,134.4067,134.4067,134.4067,116760
2022-02-28 16:00:00,134.4067,134.4067,134.4067,134.4067,4708760
2022-02-28 15:55:00,134.1989,134.4719,134.0724,134.4306,616760
2022-02-28 15:50:00,134.0669,134.2194,133.7316,134.2194,345940
2022-02-28 15:45:00,133.6385,133.9922,133.6385,133.9045,185600
2022-02-28 15:40:00,133.0065,133.6235,133.0065,133.5861,132100
2022-02-28 15:35:00,133.0536,133.0835,132.8652,132.9851,88180
2022-02-28 15:30:00,133.4387,133.4387,133.0957,133.1009,71060
2022-02-28 15:25:00,133.5582,133.6576,133.4536,133.4536,94380
2022-02-28 15:20:00,133.2274,133.6086,133.2274,133.5009,48880
2022-02-28 15:15:00,133.1123,133.2633,132.9146,133.1821,43200
2022-02-28 15:10:00,133.0864,133.1886,132.9501,133.0137,50800
2022-02-28 15:05:00,133.0147,133.1183,132.7556,133.1014,53220
2022-02-28 15:00:00,133.2446,133.2446,133.0912,133.1537,47300
2022-02-28 14:55:00,133.0989,133.4073,133.0909,133.2703,69540
2022-02-28 14:50:00,132.9873,133.0252,132.9260,133.0247,60800
2022-02-28 14:45:00,133.0750,133.1248,132.9265,132.9539,39640
2022-02-28 14:40:00,132.5693,133.1970,132.5613,133.1970,71080
2022-02-28 14:35:00,132.6041,132.8211,132.3770,132.4582,91120
2022-02-28 14:30:00,132.5586,132.6450,132.5162,132.5643,36620
2022-02-28 14:25:00,132.4971,132.6445,132.4164,132.5225,66980
2022-02-28 14:20:00,132.8114,132.8543,132.4734,132.4734,107740
2022-02-28 14:15:00,132.9654,132.9654,132.6575,132.8274,110080
2022-02-28 14:10:00,132.5753,132.7795,132.4591,132.7795,71380
2022-02-28 14:05:00,133.0080,133.0351,132.5997,132.6515,104760
2022-02-28 14:00:00,133.6098,133.6098,133.0207,133.0207,54720
2022-02-28 13:55:00,133.7047,133.7892,133.5348,133.6370,42620
2022-02-28 13:50:00,133.5986,133.8592,133.5772,133.7954,53420
2022-02-28 13:45:00,133.3639,133.4681,133.2812,133.4571,71000
2022-02-28 13:40:00,133.3928,133.5271,133.3121,133.3687,56220
2022-02-28 13:35:00,133.2035,133.4711,133.2035,133.3809,28220
2022-02-28 13:30:00,133.2274,133.4691,133.1861,133.3251,28760
2022-02-28 13:25:00,133.1343,133.3797,133.1119,133.2758,75980
2022-02-28 13:20:00,133.2546,133.2726,133.0456,133.0456,50000
2022-02-28 13:15:00,133.8030,133.8333,133.2698,133.3400,67140
2022-02-28 13:10:00,133.7441,133.9110,133.7062,133.8014,90400
2022-02-28 13:05:00,133.6300,133.8684,133.6160,133.8457,67460
2022-02-28 13:00:00,133.3834,133.7182,133.3834,133.6160,52620
2022-02-28 12:55:00,133.2518,133.4990,133.2444,133.4850,27000
2022-02-28 12:50:00,133.4287,133.4750,133.1946,133.2758,60660
2022-02-28 12:45:00,133.3694,133.3981,133.2598,133.3047,52860
2022-02-28 12:40:00,133.5049,133.5049,133.3515,133.3809,43100
2022-02-28 12:35:00,133.6419,133.6833,133.4711,133.5841,77560
2022-02-28 12:30:00,133.8188,133.8362,133.5298,133.6564,59980
2022-02-28 12:25:00,133.7605,133.8602,133.7530,133.8108,30000
2022-02-28 12:20:00,133.9309,134.0310,133.6233,133.6923,79060
2022-02-28 12:15:00,134.1541,134.1541,133.8816,134.0016,62140
2022-02-28 12:10:00,134.1167,134.1576,133.9947,134.0221,83780
2022-02-28 12:05:00,134.6837,134.6837,134.1421,134.1578,65000
2022-02-28 12:00:00,134.7098,134.8795,134.6807,134.6847,73860
2022-02-28 11:55:00,134.4859,134.7771,134.4859,134.6887,85200
2022-02-28 11:50:00,134.5726,134.5726,134.3046,134.4416,61000
2022-02-28 11:45:00,134.6692,134.6692,134.3001,134.4286,92000
2022-02-28 11:40:00,134.6513,134.7315,134.5153,134.6558,60720
2022-02-28 11:35:00,134.9896,134.9911,134.5382,134.5382,88520
2022-02-28 11:30:00,134.9831,135.1535,134.9447,134.9447,76500
2022-02-28 11:25:00,134.8880,134.9941,134.8247,134.9507,161460
2022-02-28 11:20:00,134.6523,134.8867,134.6136,134.8845,133820
2022-02-28 11:15:00,134.1112,134.6189,134.0550,134.4904,87840
2022-02-28 11:10:00,134.2134,134.3140,133.9992,134.1690,123880
2022-02-28 11:05:00,134.5317,134.5337,134.1155,134.1611,96260
2022-02-28 11:00:00,134.3805,134.6638,134.3155,134.6025,93680
2022-02-28 10:55:00,134.3803,134.5746,134.3584,134.3684,89680
2022-02-28 10:50:00,134.3245,134.5915,134.2455,134.3493,149000
2022-02-28 10:45:00,134.5850,134.7494,134.2989,134.3307,269060
2022-02-28 10:40:00,133.9199,134.5826,133.9038,134.5676,160060
2022-02-28 10:35:00,133.4078,133.9100,133.4078,133.9100,98620
2022-02-28 10:30:00,133.1074,133.5458,133.1074,133.4686,114880
2022-02-28 10:25:00,133.0680,133.2693,132.9928,133.1686,80900
2022-02-28 10:20:00,132.7043,133.0889,132.6729,133.0889,71740
2022-02-28 10:15:00,132.5499,132.7786,132.4507,132.6122,155440
2022-02-28 10:10:00,132.7943,132.8319,132.3484,132.4228,138300
2022-02-28 10:05:00,132.8782,132.8981,132.6834,132.7915,85740
2022-02-28 10:00:00,133.0396,133.1637,132.8448,132.8523,103220
2022-02-28 09:55:00,132.7073,133.0172,132.5748,132.9858,106620
2022-02-28 09:50:00,132.6293,132.9445,132.4722,132.7726,129420
2022-02-28 09:45:00,132.6450,132.8752,132.5230,132.6891,131620
2022-02-28 09:40:00,132.8413,133.0301,132.4921,132.5327,118500
2022-02-28 09:35:00,132.6420,133.1577,132.3939,132.8792,205060
2022-02-28 09:30:00,132.7621,133.0416,132.4724,132.6336,471960
2022-02-28 09:25:00,133.2597,133.2597,133.2597,133.2597,10000
2022-02-28 09:20:00,133.1602,133.1602,133.1602,133.1602,9740
2022-02-28 08:40:00,132.7716,132.7716,132.7716,132.7716,2000
2022-02-28 08:20:00,133.0207,133.0207,133.0207,133.0207,2000
2022-02-28 08:05:00,132.9709,132.9709,132.9709,132.9709,4000
2022-02-28 08:00:00,132.9210,132.9210,132.9210,132.9210,2000
2022-02-28 07:55:00,133.0426,133.0426,133.0426,133.0426,2000
2022-02-28 07:05:00,132.6714,132.6714,132.6714,132.6714,2200
2022-02-28 06:55:00,132.5225,132.5225,132.5225,132.5225,4720
2022-02-28 05:55:00,132.7716,132.7716,132.7716,132.7716,2060
2022-02-25 16:55:00,134.0669,134.0669,134.0545,134.0669,8800
2022-02-25 16:45:00,134.0669,134.0669,134.0669,134.0669,2640
2022-02-25 16:35:00,134.0669,134.0669,134.0669,134.0669,2000
2022-02-25 16:30:00,134.1516,134.1516,134.1516,134.1516,3680
2022-02-25 16:20:00,134.0365,134.0365,134.0365,134.0365,7000
2022-02-25 16:10:00,134.0365,134.0669,134.0365,134.0490,45940
2022-02-25 16:00:00,134.0365,134.1666,134.0365,134.0365,2164680
2022-02-25 15:55:00,134.0799,134.1631,133.9254,134.0365,429740
2022-02-25 15:50:00,134.0420,134.2662,133.8589,134.1521,198420
2022-02-25 15:45:00,133.7685,134.0420,133.7545,133.9488,254340
2022-02-25 15:40:00,133.9374,133.9732,133.7217,133.9732,107240
2022-02-25 15:35:00,133.6898,133.9174,133.6898,133.9095,79540
2022-02-25 15:30:00,133.6387,133.8751,133.6387,133.7864,78720
2022-02-25 15:25:00,133.7266,133.7466,133.4898,133.6409,67100
2022-02-25 15:20:00,133.4511,133.7874,133.4511,133.7874,95740
2022-02-25 15:15:00,133.3276,133.4780,133.2713,133.4539,53040
2022-02-25 15:10:00,133.3864,133.3864,133.1064,133.2763,83080
2022-02-25 15:05:00,133.1502,133.3323,133.0994,133.3076,118340
2022-02-25 15:00:00,133.3801,133.3801,133.0610,133.0974,85740
2022-02-25 14:55:00,133.3747,133.5682,133.2376,133.4352,50280
2022-02-25 14:50:00,133.4163,133.4579,133.2165,133.3734,58320
2022-02-25 14:45:00,133.6375,133.6795,133.5941,133.6330,21100
2022-02-25 14:40:00,133.6793,133.8430,133.5832,133.6683,51160
2022-02-25 14:35:00,133.4845,133.6972,133.4845,133.6798,52200
2022-02-25 14:30:00,133.7600,133.9518,133.3540,133.4531,55360
2022-02-25 14:25:00,133.7760,133.8193,133.6854,133.7251,56000
2022-02-25 14:20:00,133.5166,133.7431,133.5166,133.7431,43200
2022-02-25 14:15:00,133.4447,133.6215,133.4447,133.5443,28300
2022-02-25 14:10:00,133.5027,133.5533,133.3066,133.3881,104860
2022-02-25 14:05:00,133.8664,133.8664,133.4601,133.4601,56800
2022-02-25 14:00:00,133.6930,133.9065,133.4367,133.8472,73040
2022-02-25 13:55:00,133.6409,133.7241,133.3774,133.6723,57220
2022-02-25 13:50:00,133.9174,133.9174,133.7924,133.7924,40400
2022-02-25 13:45:00,133.8980,133.8980,133.7590,133.8166,63060
2022-02-25 13:40:00,133.7251,133.9140,133.6840,133.8636,63440
2022-02-25 13:35:00,133.5916,133.6345,133.4387,133.5316,34740
2022-02-25 13:30:00,133.4098,133.7510,133.4023,133.5966,44800
2022-02-25 13:25:00,133.3246,133.4825,133.1992,133.4090,47600
2022-02-25 13:20:00,133.3241,133.3581,133.1369,133.2578,51880
2022-02-25 13:15:00,133.0451,133.2703,132.9400,133.2703,65000
2022-02-25 13:10:00,133.0899,133.1305,132.8742,132.9932,38000
2022-02-25 13:05:00,133.2658,133.2952,133.0805,133.0805,73900
2022-02-25 13:00:00,133.2778,133.4312,133.2155,133.3164,83980
2022-02-25 12:55:00,133.4879,133.4879,133.2643,133.2967,84000
2022-02-25 12:50:00,133.7854,133.8562,133.4661,133.5308,130840
2022-02-25 12:45:00,134.2057,134.2657,133.9174,133.9174,51280
2022-02-25 12:40:00,134.2478,134.2778,134.1690,134.2286,43120
2022-02-25 12:35:00,134.3890,134.4271,134.2119,134.2189,69080
2022-02-25 12:30:00,134.2622,134.4575,134.2453,134.3494,104860
2022-02-25 12:25:00,133.8741,134.1666,133.8666,134.1666,28880
2022-02-25 12:20:00,134.1122,134.1122,133.8651,133.9155,70140
2022-02-25 12:15:00,133.9650,134.1217,133.9155,134.1122,46480
2022-02-25 12:10:00,134.2662,134.3359,133.9492,134.0211,111360
2022-02-25 12:05:00,134.7011,134.7579,134.2891,134.2891,138780
2022-02-25 12:00:00,134.6573,134.9029,134.5706,134.6927,161880
2022-02-25 11:55:00,134.2951,134.6308,134.2951,134.6308,199860
2022-02-25 11:50:00,134.1852,134.3300,134.0310,134.3225,97260
2022-02-25 11:45:00,133.9762,134.1636,133.9625,134.1561,42000
2022-02-25 11:40:00,134.1167,134.2154,133.9234,133.9732,78960
2022-02-25 11:35:00,134.4176,134.4540,134.0814,134.1730,70000
2022-02-25 11:30:00,134.3591,134.4520,134.1093,134.3609,99360
2022-02-25 11:25:00,134.3469,134.3469,134.1008,134.2662,82240
2022-02-25 11:20:00,134.2926,134.4505,134.1337,134.2303,88860
2022-02-25 11:15:00,133.8482,134.2448,133.6913,134.1865,238980
2022-02-25 11:10:00,133.6041,134.0535,133.4706,133.8173,215980
2022-02-25 11:05:00,133.7264,133.7441,133.3859,133.6414,141200
2022-02-25 11:00:00,133.7102,133.7700,133.4192,133.7271,110300
2022-02-25 10:55:00,133.7361,134.0654,133.7182,133.7187,140120
2022-02-25 10:50:00,133.8228,133.9214,133.6235,133.8131,131560
2022-02-25 10:45:00,133.7306,133.8178,133.7306,133.7680,97320
2022-02-25 10:40:00,132.9878,133.5787,132.9878,133.5787,119860
2022-02-25 10:35:00,133.2434,133.3131,132.7091,132.9014,86400
2022-02-25 10:30:00,133.3440,133.4735,133.1101,133.2454,93020
2022-02-25 10:25:00,133.0107,133.3882,132.9661,133.3882,181620
2022-02-25 10:20:00,132.5713,133.0331,132.5260,133.0331,59980
2022-02-25 10:15:00,132.2206,132.5225,132.0332,132.5225,86400
2022-02-25 10:10:00,132.1443,132.5270,132.1443,132.3451,88980
2022-02-25 10:05:00,131.6028,132.2724,131.5784,132.2405,83020
2022-02-25 10:00:00,131.7475,131.7475,131.4239,131.5953,92980
2022-02-25 09:55:00,132.1408,132.2260,131.5759,131.6382,140580
2022-02-25 09:50:00,132.1603,132.3730,132.0701,132.0970,104760
2022-02-25 09:45:00,131.6247,132.2011,131.5986,132.1942,109780
2022-02-25 09:40:00,131.5490,131.9456,131.4406,131.4952,185980
2022-02-25 09:35:00,132.2544,132.4208,131.2919,131.6456,369400
2022-02-25 09:30:00,133.0461,133.0840,131.5266,132.2181,687400
2022-02-25 09:25:00,133.0162,133.0162,132.9848,132.9848,6000
2022-02-25 09:00:00,133.2449,133.2449,133.2200,133.2200,12000
2022-02-25 08:55:00,133.5134,133.5134,133.5134,133.5134,6000
2022-02-25 08:40:00,133.7720,133.7720,133.4716,133.4716,26000
2022-02-25 08:35:00,133.6130,133.9623,133.6130,133.9623,21000
2022-02-25 08:30:00,133.2698,133.2698,133.2698,133.2698,2000
2022-02-25 08:25:00,133.2698,133.2698,133.2698,133.2698,5220
2022-02-25 08:20:00,133.1701,133.2622,133.1701,133.2200,6940
2022-02-25 08:15:00,132.6221,132.6221,132.6221,132.6221,2000
2022-02-25 08:00:00,131.8748,132.7302,131.8748,132.4727,17560
2022-02-25 07:00:00,131.7772,131.7772,131.7772,131.7772,2000
2022-02-25 05:45:00,131.8026,131.8026,131.8026,131.8026,2500
2022-02-24 19:50:00,131.7253,131.7253,131.5759,131.5759,10280
2022-02-24 19:00:00,131.0284,131.0284,131.0284,131.0284,2200
2022-02-24 18:45:00,130.9282,130.9282,130.9282,130.9282,2200
2022-02-24 18:40:00,131.4513,131.4513,131.4513,131.4513,7100
2022-02-24 18:30:00,131.1773,131.1773,131.1773,131.1773,4620
2022-02-24 18:15:00,131.5764,131.5764,131.5261,131.5271,20560
2022-02-24 18:00:00,131.7727,132.0068,131.7727,132.0068,4000
2022-02-24 17:30:00,131.5759,131.5759,131.5759,131.5759,4000
2022-02-24 17:25:00,131.8250,131.8250,131.8250,131.8250,2160
2022-02-24 17:20:00,132.1971,132.1971,132.1971,132.1971,15280
2022-02-24 16:20:00,132.1971,132.1971,132.1971,132.1971,69780
2022-02-24 16:15:00,132.1971,132.1971,132.1971,132.1971,3620
2022-02-24 16:10:00,131.5261,131.5261,131.5261,131.5261,2000
2022-02-24 16:00:00,132.1971,132.1971,132.1737,132.1971,4354040
2022-02-24 15:55:00,132.4502,132.4654,132.0317,132.2813,615960
2022-02-24 15:50:00,131.8345,132.5593,131.8345,132.5040,302820
2022-02-24 15:45:00,131.8778,132.1149,131.6511,131.6810,304880
2022-02-24 15:40:00,132.0392,132.0990,131.8489,131.9117,191520
2022-02-24 15:35:00,131.7874,132.0920,131.7049,132.0616,269080
